"","X.miRNA","precursor","AD_A_S33_L001","AD_B_S34_L001","AD_C_S35_L001","AD_D_S36_L001","AD_E_S37_L001","AD_F_S38_L001","AD_G_S39_L001","AD_H_S40_L001","AD_I_S41_L001","AD_J_S42_L001","AD_K_S43_L001","AD_L_S44_L001","AD_M_S45_L001","AD_N_S46_L001","AD_O_S47_L001","AD_Q_S48_L001","MMCI_A_S17_L001","MMCI_B_S18_L001","MMCI_C_S19_L001","MMCI_D_S20_L001","MMCI_E_S21_L001","MMCI_F_S22_L001","MMCI_G_S23_L001","MMCI_H_S24_L001","MMCI_I_S25_L001","MMCI_J_S26_L001","MMCI_K_S27_L001","MMCI_L_S28_L001","MMCI_M_S29_L001","MMCI_N_S30_L001","MMCI_O_S31_L001","MMCI_P_S32_L001","NCI_A_S1_L001","NCI_B_S2_L001","NCI_C_S3_L001","NCI_D_S4_L001","NCI_E_S5_L001","NCI_F_S6_L001","NCI_G__S7_L001","NCI_H_S8_L001","NCI_I_S9_L001","NCI_J_S10_L001","NCI_K_S11_L001","NCI_L_S12_L001","NCI_M_S13_L001","NCI_N_S14_L001","NCI_O_S15_L001","NCI_P_S16_L001"
"1654","hsa-miR-489-3p","hsa-mir-489",0,0,0,0,0,1.67,1.23,1.63,1.33,2.71,0,0,0,4.24,0,0,0,3.23,0,0,2.77,0,0,0,0,0,0,0,0,1.33,0,1.94,0,0,1.9,1.53,0,0,0,1.57,0,0,0,1.33,0,1.49,0,0
"1655","hsa-miR-490-5p","hsa-mir-490",0,0,1.14,1.3,0,5,0,0,0,1.35,0,0,0,0,0,1.85,3.61,3.23,0,0,0,1.41,0,1.52,2.42,1.3,0,0,0,1.33,0,0,0,0,0,0,0,0,1.34,0,2.44,0,0,0,0,0,1.93,0
"1656","hsa-miR-490-3p","hsa-mir-490",0,0,0,0,0,5,0,0,1.33,1.35,0,0,1.48,0,0,0,0,0,1.5,1.53,0,0,0,0,0,0,0,4.87,0,0,0,0,0,0,0,1.53,0,0,2.68,0,0,0,0,1.33,0,0,3.85,4.53
"1657","hsa-miR-491-5p","hsa-mir-491",107.9,159.49,104.17,106.29,115.97,178.48,127.66,78.08,140.57,98.78,150.36,65.08,113.84,163.22,94.63,25.92,120.83,281.18,109.55,98.11,135.52,133.52,86.38,103.08,85.88,140.52,135.81,128.29,93.56,102.67,87.33,101.03,164.21,73.09,119.93,101.27,103.41,118.78,101.71,58.27,178.02,100.62,79.22,104.95,96.52,102.52,90.53,119.94
"1658","hsa-miR-491-3p","hsa-mir-491",1.66,0,1.14,2.59,1.08,1.67,0,0,2.65,4.06,0,0,0,0,3,0,3.61,12.93,0,0,0,0,0,4.55,0,1.3,0,0,1.46,0,0,0,2.99,0,1.9,0,0,0,0,3.15,0,1.2,1.49,1.33,0,0,3.85,0
"1659","hsa-miR-492","hsa-mir-492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1660","hsa-miR-493-5p","hsa-mir-493",0,2.04,3.43,2.59,0,0,1.23,0,1.33,0,1.1,0,0,2.12,0,0,0,0,1.5,3.07,2.77,0,1.66,1.52,0,0,2.06,0,1.46,0,1.59,0,0,2.28,3.81,1.53,0,1.56,1.34,0,0,2.4,0,0,0,0,0,2.26
"1661","hsa-miR-493-3p","hsa-mir-493",1.66,0,2.29,0,0,1.67,1.23,4.88,0,0,0,0,1.48,0,3,0,1.8,6.46,0,0,11.06,0,0,3.03,0,1.3,0,0,0,2.67,0,1.94,0,0,0,0,0,1.56,1.34,0,7.32,0,1.49,2.66,5.52,0,1.93,2.26
"1662","hsa-miR-494-5p","hsa-mir-494",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1663","hsa-miR-494-3p","hsa-mir-494",0,0,0,0,0,3.34,0,0,0,1.35,0,0,0,0,1.5,0,0,0,0,0,0,2.81,0,1.52,2.42,0,0,1.62,0,1.33,0,0,0,0,0,0,0,3.13,1.34,0,0,1.2,0,1.33,0,0,0,0
"1664","hsa-miR-495-5p","hsa-mir-495",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1665","hsa-miR-495-3p","hsa-mir-495",0,2.04,1.14,0,2.17,0,2.45,0,1.33,1.35,3.29,0,1.48,0,0,1.85,0,0,0,6.13,0,0,0,0,0,1.3,0,0,0,0,3.18,0,2.99,0,5.71,1.53,0,0,2.68,1.57,2.44,2.4,1.49,0,2.76,1.49,0,0
"1666","hsa-miR-496","hsa-mir-496",0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0
"1667","hsa-miR-497-5p","hsa-mir-497",159.36,83.84,98.45,71.29,83.46,153.46,116.61,87.84,114.05,152.9,120.73,107.46,69.49,142.03,126.18,51.84,126.25,171.3,103.54,105.77,113.4,106.82,84.72,140.98,96.77,110.59,65.85,86.07,87.72,96.01,93.68,122.4,122.41,95.93,68.53,84.39,57.05,89.09,82.98,59.85,107.3,83.85,83.7,89.01,70.32,83.21,113.64,76.95
"1668","hsa-miR-497-3p","hsa-mir-497",0,0,0,0,0,1.67,0,0,0,0,0,1.51,0,2.12,0,0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,0
"1669","hsa-miR-498-5p","hsa-mir-498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1670","hsa-miR-498-3p","hsa-mir-498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1671","hsa-miR-4999-5p","hsa-mir-4999",0,2.04,2.29,2.59,0,3.34,0,11.39,1.33,2.71,1.1,1.51,4.44,2.12,1.5,1.85,1.8,3.23,7.5,0,8.3,1.41,4.98,3.03,2.42,0,2.06,0,0,1.33,7.94,0,2.99,2.28,1.9,1.53,7.13,4.69,4.01,4.72,4.88,1.2,1.49,6.64,0,2.97,5.78,0
"1672","hsa-miR-4999-3p","hsa-mir-4999",0,0,0,0,0,0,0,0,0,0,0,1.51,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1673","hsa-miR-499a-5p","hsa-mir-499a",806.74,466.21,345.72,740.14,419.44,351.96,380.51,837.73,396.52,358.58,374.25,882.38,481.98,557.5,375.52,1581.19,492.36,319.97,555.24,410.82,777.18,393.54,564.79,447.2,1040.24,411.15,761.36,397.85,418.12,425.36,738.3,891.74,567.26,664.63,489.24,491,1451.33,473.57,366.7,1269.37,363.36,430.02,657.67,518.1,645.3,800.85,870.62,427.73
"1674","hsa-miR-499a-3p","hsa-mir-499a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1675","hsa-miR-499b-5p","hsa-mir-499b",1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1676","hsa-miR-499b-3p","hsa-mir-499b",0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1677","hsa-miR-5000-5p","hsa-mir-5000",1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0,0,0,0,1.21,0,0,0,0,0,0,0,2.99,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0
"1678","hsa-miR-5000-3p","hsa-mir-5000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1679","hsa-miR-5001-5p","hsa-mir-5001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1680","hsa-miR-5001-3p","hsa-mir-5001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1681","hsa-miR-5002-5p","hsa-mir-5002",4.98,4.09,3.43,2.59,2.17,0,9.82,0,6.63,5.41,1.1,1.51,5.91,6.36,1.5,0,1.8,9.7,6,3.07,0,7.03,8.31,1.52,3.63,5.2,6.17,3.25,4.39,4,0,11.66,2.99,2.28,5.71,6.14,10.7,9.38,6.69,9.45,2.44,0,0,2.66,6.89,0,3.85,0
"1682","hsa-miR-5002-3p","hsa-mir-5002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,0,1.52,0,0,0,1.62,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1683","hsa-miR-5003-5p","hsa-mir-5003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1684","hsa-miR-5003-3p","hsa-mir-5003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1685","hsa-miR-5004-5p","hsa-mir-5004",0,0,1.14,0,0,0,0,0,0,0,0,0,1.48,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,2.99,0,0,1.53,0,0,0,0,4.88,0,0,0,0,0,0,0
"1686","hsa-miR-5004-3p","hsa-mir-5004",0,2.04,0,0,2.17,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,1.66,0,0,0,0,1.62,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0
"1687","hsa-miR-5006-5p","hsa-mir-5006",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1688","hsa-miR-5006-3p","hsa-mir-5006",0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,1.53,0,0,0,0,2.44,0,0,0,0,0,1.93,0
"1689","hsa-miR-5007-5p","hsa-mir-5007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1690","hsa-miR-5007-3p","hsa-mir-5007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1691","hsa-miR-5008-5p","hsa-mir-5008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1692","hsa-miR-5008-3p","hsa-mir-5008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1693","hsa-miR-5009-5p","hsa-mir-5009",0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,0,3.18,0,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,0
"1694","hsa-miR-5009-3p","hsa-mir-5009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1695","hsa-miR-500a-5p","hsa-mir-500a",4.98,0,0,1.3,1.08,5,2.45,0,1.33,2.71,2.2,0,0,4.24,3,5.55,0,3.23,1.5,1.53,2.77,1.41,0,3.03,3.63,3.9,2.06,1.62,1.46,1.33,1.59,5.83,2.99,0,1.9,1.53,3.57,0,4.01,1.57,0,2.4,0,1.33,1.38,0,5.78,0
"1696","hsa-miR-500a-3p","hsa-mir-500a",16.6,12.27,16.03,23.33,11.92,25.02,20.87,30.91,23.87,27.06,19.76,30.27,20.7,19.08,12.02,33.33,19.84,19.39,22.51,21.46,13.83,22.49,19.93,19.71,24.19,14.31,12.35,16.24,17.54,18.67,15.88,34.97,2.99,18.27,7.61,21.48,32.09,17.19,17.4,17.32,26.83,11.98,28.4,17.27,17.92,22.29,15.41,20.37
"1697","hsa-miR-500b-5p","hsa-mir-500b",4.98,0,0,1.3,1.08,5,2.45,0,1.33,2.71,2.2,0,0,4.24,3,5.55,0,3.23,1.5,1.53,2.77,1.41,0,3.03,3.63,3.9,2.06,1.62,1.46,1.33,1.59,5.83,2.99,0,1.9,1.53,3.57,0,4.01,1.57,0,2.4,0,1.33,0,0,5.78,0
"1698","hsa-miR-500b-3p","hsa-mir-500b",0,2.04,0,1.3,0,0,0,0,0,0,0,1.51,2.96,0,0,0,0,0,0,3.07,0,0,3.32,0,1.21,5.2,2.06,0,0,0,0,3.89,0,2.28,0,0,0,0,0,0,0,2.4,1.49,1.33,1.38,0,0,4.53
"1699","hsa-miR-501-5p","hsa-mir-501",0,0,1.14,1.3,3.25,0,2.45,0,1.33,0,0,3.03,0,0,1.5,0,1.8,0,0,0,0,0,0,0,3.63,0,2.06,0,0,0,4.76,0,0,0,1.9,0,0,0,0,1.57,0,1.2,0,0,0,1.49,1.93,2.26
"1700","hsa-miR-501-3p","hsa-mir-501",6.64,4.09,8.01,5.18,14.09,5,7.36,14.64,15.91,9.47,3.29,15.14,4.44,6.36,9.01,14.81,1.8,38.78,6,7.66,16.59,22.49,11.63,18.19,8.47,2.6,4.12,3.25,2.92,2.67,17.47,15.54,2.99,4.57,7.61,15.34,8.91,17.19,8.03,4.72,9.75,7.19,5.98,5.31,11.03,8.91,5.78,9.05
"1701","hsa-miR-5010-5p","hsa-mir-5010",0,0,0,0,1.08,0,0,0,0,1.35,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,1.3,2.06,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93,0
"1702","hsa-miR-5010-3p","hsa-mir-5010",14.94,51.12,30.91,29.81,31.43,28.36,24.55,21.15,39.78,31.12,23.05,18.16,34,44.52,36.05,9.26,36.07,45.25,31.51,16.86,35.96,26.7,46.51,22.74,19.35,23.42,32.92,45.47,42.4,24,23.82,23.31,56.73,27.41,55.21,21.48,39.23,62.52,29.44,29.92,29.26,28.75,25.41,37.2,37.23,32.69,28.89,18.1
"1703","hsa-miR-5011-5p","hsa-mir-5011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1704","hsa-miR-5011-3p","hsa-mir-5011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1705","hsa-miR-502-5p","hsa-mir-502",0,0,0,0,1.08,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,1.41,0,0,0,0,0,0,0,1.33,0,0,0,0,0,1.53,0,0,0,0,0,0,1.49,0,0,0,1.93,0
"1706","hsa-miR-502-3p","hsa-mir-502",31.54,42.94,33.2,33.7,23.84,45.04,24.55,48.8,33.15,39.24,24.15,57.51,38.44,31.8,21.03,40.73,27.05,58.18,34.51,19.93,27.66,36.54,28.24,25.77,59.27,37.73,51.44,38.97,29.24,37.34,41.28,40.8,35.83,22.84,22.84,16.88,37.44,29.7,33.46,26.77,39.02,41.92,28.4,26.57,27.58,35.66,21.19,29.42
"1707","hsa-miR-503-5p","hsa-mir-503",3.32,4.09,2.29,1.3,1.08,8.34,0,0,5.3,10.83,2.2,1.51,2.96,0,4.51,0,5.41,3.23,6,3.07,2.77,12.65,13.29,6.06,3.63,3.9,4.12,3.25,2.92,2.67,4.76,0,0,2.28,1.9,6.14,0,1.56,5.35,0,7.32,5.99,2.99,2.66,2.76,1.49,7.7,0
"1708","hsa-miR-503-3p","hsa-mir-503",0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1709","hsa-miR-504-5p","hsa-mir-504",28.22,77.7,56.09,31.11,61.78,21.68,42.96,26.03,87.53,43.3,35.12,22.7,59.14,67.83,19.53,12.96,18.04,45.25,43.52,41.39,35.96,39.35,49.83,33.35,26.61,45.54,43.21,55.21,54.09,46.67,36.52,38.86,83.6,38.83,47.59,59.84,41.01,68.77,40.15,42.52,43.9,62.29,26.9,43.84,45.5,43.09,30.82,56.58
"1710","hsa-miR-504-3p","hsa-mir-504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1711","hsa-miR-5047","hsa-mir-5047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1712","hsa-miR-505-5p","hsa-mir-505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1713","hsa-miR-505-3p","hsa-mir-505",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1714","hsa-miR-506-5p","hsa-mir-506",0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0,0
"1715","hsa-miR-506-3p","hsa-mir-506",0,0,0,0,0,0,0,0,2.65,0,0,0,0,0,0,0,3.61,0,0,0,0,0,0,1.52,1.21,0,0,0,1.46,0,0,0,0,0,0,3.07,0,1.56,0,0,0,0,0,0,0,0,0,0
"1716","hsa-miR-507","hsa-mir-507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1717","hsa-miR-508-5p","hsa-mir-508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0
"1718","hsa-miR-508-3p","hsa-mir-508",9.96,6.13,3.43,0,0,1.67,3.68,1.63,3.98,5.41,4.39,4.54,2.96,4.24,1.5,1.85,1.8,3.23,4.5,4.6,8.3,4.22,1.66,9.1,3.63,5.2,8.23,9.74,4.39,5.33,11.11,1.94,2.99,2.28,9.52,6.14,16.05,3.13,2.68,3.15,7.32,3.59,5.98,3.99,6.89,8.91,9.63,2.26
"1719","hsa-miR-5087","hsa-mir-5087",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1720","hsa-miR-5088-5p","hsa-mir-5088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1721","hsa-miR-5088-3p","hsa-mir-5088",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1722","hsa-miR-5089-5p","hsa-mir-5089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1723","hsa-miR-5089-3p","hsa-mir-5089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1724","hsa-miR-509-5p","hsa-mir-509-1",0,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26
"1725","hsa-miR-509-3p","hsa-mir-509-1",3.32,4.09,1.14,0,0,0,2.45,3.25,2.65,0,2.2,0,1.48,2.12,0,5.55,1.8,0,0,0,5.53,0,1.66,0,2.42,3.9,4.12,0,4.39,2.67,0,1.94,0,0,1.9,4.6,0,1.56,2.68,0,0,1.2,2.99,0,0,1.49,0,0
"1726","hsa-miR-509-5p","hsa-mir-509-2",0,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26
"1727","hsa-miR-509-3p","hsa-mir-509-2",3.32,4.09,1.14,0,0,0,2.45,3.25,2.65,0,2.2,0,1.48,2.12,0,5.55,1.8,0,0,0,5.53,0,1.66,0,2.42,3.9,4.12,0,4.39,2.67,0,1.94,0,0,1.9,4.6,0,1.56,2.68,0,0,1.2,2.99,0,0,1.49,0,0
"1728","hsa-miR-509-3p","hsa-mir-509-3",3.32,4.09,1.14,0,0,0,2.45,3.25,2.65,0,2.2,0,1.48,2.12,0,5.55,1.8,0,0,0,5.53,0,1.66,0,2.42,3.9,4.12,0,4.39,2.67,0,1.94,0,0,1.9,4.6,0,1.56,2.68,0,0,1.2,2.99,0,0,1.49,0,0
"1729","hsa-miR-509-3-5p","hsa-mir-509-3",0,2.04,0,3.89,0,3.34,1.23,3.25,0,0,1.1,1.51,1.48,6.36,0,3.7,7.21,3.23,1.5,1.53,2.77,0,0,0,0,0,0,0,1.46,0,1.59,0,0,0,1.9,0,3.57,1.56,0,0,2.44,2.4,0,0,0,1.49,0,0
"1730","hsa-miR-5090","hsa-mir-5090",0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,1.85,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0
"1731","hsa-miR-5091","hsa-mir-5091",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1732","hsa-miR-5092","hsa-mir-5092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1733","hsa-miR-5093","hsa-mir-5093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1734","hsa-miR-5094","hsa-mir-5094",0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,1.49,2.66,0,0,0,0
"1735","hsa-miR-510-5p","hsa-mir-510",0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1736","hsa-miR-510-3p","hsa-mir-510",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1737","hsa-miR-5100","hsa-mir-5100",13.28,22.49,10.3,9.07,11.92,5,8.59,22.77,18.57,6.77,19.76,7.57,16.26,21.2,45.06,7.41,16.23,29.09,9,30.66,11.06,22.49,26.58,7.58,3.63,5.2,6.17,19.49,32.16,5.33,19.05,62.17,14.93,2.28,13.33,15.34,10.7,12.5,5.35,3.15,17.07,10.78,14.95,27.9,6.89,20.8,19.26,15.84
"1738","hsa-miR-511-5p","hsa-mir-511",0,8.18,3.43,1.3,4.34,1.67,3.68,0,0,2.71,1.1,3.03,2.96,2.12,3,3.7,0,0,1.5,1.53,0,0,0,0,1.21,1.3,8.23,3.25,7.31,0,0,0,0,2.28,3.81,4.6,3.57,3.13,2.68,0,2.44,1.2,1.49,2.66,1.38,2.97,1.93,2.26
"1739","hsa-miR-511-3p","hsa-mir-511",4.98,4.09,4.58,0,1.08,0,2.45,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,4.98,0,0,2.6,0,0,1.46,0,0,0,0,0,0,0,0,0,0,0,2.44,2.4,0,0,0,0,0,0
"1740","hsa-miR-512-5p","hsa-mir-512-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1741","hsa-miR-512-3p","hsa-mir-512-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1742","hsa-miR-512-5p","hsa-mir-512-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1743","hsa-miR-512-3p","hsa-mir-512-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1744","hsa-miR-513a-5p","hsa-mir-513a-1",0,2.04,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1745","hsa-miR-513a-3p","hsa-mir-513a-1",0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
