"","AD_A_S33_L001_R1_001","AD_B_S34_L001_R1_001","AD_C_S35_L001_R1_001","AD_D_S36_L001_R1_001","AD_E_S37_L001_R1_001","AD_F_S38_L001_R1_001","AD_G_S39_L001_R1_001","AD_H_S40_L001_R1_001","AD_I_S41_L001_R1_001","AD_J_S42_L001_R1_001","AD_K_S43_L001_R1_001","AD_L_S44_L001_R1_001","AD_M_S45_L001_R1_001","AD_N_S46_L001_R1_001","AD_O_S47_L001_R1_001","AD_Q_S48_L001_R1_001","MMCI_A_S17_L001_R1_001","MMCI_B_S18_L001_R1_001","MMCI_C_S19_L001_R1_001","MMCI_D_S20_L001_R1_001","MMCI_E_S21_L001_R1_001","MMCI_F_S22_L001_R1_001","MMCI_G_S23_L001_R1_001","MMCI_H_S24_L001_R1_001","MMCI_I_S25_L001_R1_001","MMCI_J_S26_L001_R1_001","MMCI_K_S27_L001_R1_001","MMCI_L_S28_L001_R1_001","MMCI_M_S29_L001_R1_001","MMCI_N_S30_L001_R1_001","MMCI_O_S31_L001_R1_001","MMCI_P_S32_L001_R1_001","NCI_A_S1_L001_R1_001","NCI_B_S2_L001_R1_001","NCI_C_S3_L001_R1_001","NCI_D_S4_L001_R1_001","NCI_E_S5_L001_R1_001","NCI_F_S6_L001_R1_001","NCI_G__S7_L001_R1_001","NCI_H_S8_L001_R1_001","NCI_I_S9_L001_R1_001","NCI_J_S10_L001_R1_001","NCI_K_S11_L001_R1_001","NCI_L_S12_L001_R1_001","NCI_M_S13_L001_R1_001","NCI_N_S14_L001_R1_001","NCI_O_S15_L001_R1_001","NCI_P_S16_L001_R1_001"
"tRF-31-R29P4P9L5HLVE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-R8K87SERML92B",0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,13.14,0,20.29,5.86,0,0,4.64,0,0,0,0,0,0,0,48.09,0,0,0,0,0,0,12.3,0,0,0,16.67,0,0,0,0
"tRF-31-R8YP9LONNVN1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-R9J89O9NF5W8B",211.69,1638.21,587.49,591.16,697.37,395.97,486.02,226.13,1251.38,609.68,438.9,368.52,407.15,1433.85,447.01,168.76,409.15,814.09,538.75,350.38,1653.71,439.3,589.28,185.67,691.25,370.92,1570.95,458.77,492.93,393.73,305.39,226.01,216.41,3177.34,1459.07,544.38,563.01,1028.97,245.02,344.34,480.7,357.44,721.11,475.01,1416.65,576.92,292.03,2431.26
"tRF-31-RDWXHR13M87SB",0,0,0,0,0,0,0,0,0,0,0,0,0,9.02,0,0,0,0,0,0,0,0,0,0,4.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-RE987S1R27R3B",0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45,0,0,0,0,0,0
"tRF-31-RE987S1R2RR3B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.82,0
"tRF-31-RE987S1RJ7R30",0,0,0,0,0,6.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-RERNLN4Q1RV1B",0,0,0,0,0,12.98,0,6.11,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.28,0,0,0,0,0,0,0,0,0,0,0,10.83,0,0,0,0,0,0,8.33,0,0,0,0
"tRF-31-RK9P4P9L5HMVE",0,0,0,0,0,12.98,0,0,0,0,0,0,0,0,0,11.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-RRJ89O9NF5W80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.87,0,0,0,0,0,0,0,9.47,0,0,0,0,0,0,0,0,0,0,0,10.82,0
"tRF-31-RRJ89O9NF5W8B",108.56,1224.75,338.25,280.55,332.08,240.18,181.35,134.45,822.58,292.65,219.45,270.97,260.99,1100.19,142.66,140.64,143.2,618.71,367.93,194.66,923.24,257.72,287.45,119.36,310.83,197.82,1539.22,381.23,363.21,157.49,190.87,189.85,216.41,1515.58,1042.19,255.18,238.2,519.38,284.75,258.26,445.74,253.18,485.97,308.34,883.5,355.03,151.42,1423.52
"tRF-31-RS9NS334L2H1B",37.99,319.84,311.55,50.1,22.14,64.91,145.08,103.9,157.52,115.84,143.12,216.77,104.4,198.39,0,16.88,0,0,13.14,70.08,223.2,105.43,14.37,39.79,111.34,173.09,174.55,168,93.4,43.75,119.29,18.08,120.23,84.63,265.28,93.57,43.31,489.98,145.68,24.6,52.44,156.38,94.06,225,258.96,22.19,0,246.65
"tRF-31-RXF4P2PSSELQB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-S5QKF1R3WE8RB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-S6RN23KYY8Q1B",0,54.61,0,10.02,11.07,0,0,36.67,43.75,12.19,19.08,0,10.44,27.05,0,0,0,21.71,26.28,38.93,30.44,41,14.37,13.26,27.84,0,15.87,25.85,0,21.87,28.63,27.12,24.05,7.69,47.37,8.51,75.79,9.8,0,0,8.74,7.45,15.68,66.67,0,0,0,63.42
"tRF-31-S75NLD4P1KP1B",0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,13.14,0,0,17.57,0,0,9.28,0,15.87,0,5.19,0,4.77,0,0,0,0,0,0,0,0,0,0,7.45,0,0,0,0,0,28.19
"tRF-31-S75NLJ4PFKP1B",0,0,0,0,0,0,0,6.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-S7RNLJKP9BK1B",32.57,0,0,40.08,0,38.95,14.51,12.22,8.75,30.48,38.17,10.84,31.32,18.04,66.58,28.13,0,0,0,31.14,30.44,23.43,0,66.31,9.28,12.36,15.87,19.38,20.75,8.75,19.09,18.08,24.05,0,28.42,25.52,32.48,19.6,13.24,0,52.44,37.23,7.84,8.33,0,33.28,86.53,35.24
"tRF-31-SEROPIN24YDRB",0,0,0,10.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-SERXPIN24YDRB",0,0,0,0,0,0,0,18.33,0,0,0,10.84,0,0,9.51,0,20.46,0,13.14,0,30.44,0,0,0,4.64,0,0,0,10.38,4.37,4.77,9.04,0,15.39,9.47,0,10.83,0,6.62,12.3,0,7.45,7.84,8.33,0,22.19,0,7.05
"tRF-31-SERXPIN2NYDRB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46,0,0,0,9.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-SJ7JLJR7DJQ8B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05
"tRF-31-SJ83ML5F82NZB",0,0,0,0,11.07,0,14.51,0,0,18.29,0,0,0,9.02,0,11.25,0,0,0,7.79,10.15,0,0,0,0,0,15.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.09,0,7.05
"tRF-31-SJREL4KVH7K1B",0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,14.37,0,0,0,0,0,0,0,0,0,24.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-SJY189BJD5EUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74,0,0,0,0,0,0,0
"tRF-31-SLQ673FJIYE5B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0
"tRF-31-SLQXQ3FJIYEVB",0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74,0,0,0,0,0,0,0
"tRF-31-SR9N2E3KXR3RB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.79,0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05
"tRF-31-SRRN2EK8E0KRB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.82,0
"tRF-31-SRRN2MK827K1B",0,0,0,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-SRRNLMK827K1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-SRRNLMK8J7K1B",0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-SRRNLMKPJ7K1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.29,5.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05
"tRF-31-SU9ELBKM4Y41B",0,0,0,10.02,11.07,0,0,6.11,0,0,0,32.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.38,0,0,9.04,0,0,0,8.51,0,0,0,0,8.74,0,7.84,0,0,0,0,0
"tRF-31-SV5N2E4V9K3RB",0,0,8.9,0,11.07,0,0,6.11,0,0,9.54,0,10.44,0,28.53,0,0,0,0,7.79,0,0,0,0,0,0,0,0,5.19,8.75,0,9.04,0,0,0,0,0,0,0,0,8.74,0,0,0,15.23,0,0,7.05
"tRF-31-SV5N2N4V9K3RB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86,0,0,4.64,0,0,0,0,0,0,9.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-SV5NLM4V9K3RB",5.43,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-SV9N2N3JWB61B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-SV9NLE3JW261B",0,0,0,10.02,11.07,0,14.51,0,17.5,0,4.77,0,0,18.04,9.51,0,0,10.85,0,0,10.15,11.71,14.37,13.26,0,0,15.87,6.46,10.38,0,0,9.04,0,0,18.95,17.01,0,9.8,0,0,34.96,7.45,23.51,0,15.23,0,0,7.05
"tRF-31-SV9NLE3JWB61B",5.43,23.4,26.7,50.1,0,6.49,65.29,18.33,61.26,24.39,33.39,32.52,31.32,36.07,9.51,5.63,0,75.98,13.14,7.79,20.29,58.57,43.12,0,9.28,0,15.87,90.46,57.08,26.25,28.63,63.28,24.05,23.08,37.9,34.02,32.48,9.8,13.24,0,87.4,22.34,15.68,8.33,30.47,33.28,10.82,35.24
"tRF-31-SV9NLN3JWB61B",37.99,124.82,53.41,30.06,22.14,25.96,72.54,42.78,52.51,42.68,33.39,10.84,52.2,108.22,9.51,11.25,0,162.82,118.26,46.72,60.87,76.14,43.12,39.79,46.39,12.36,95.21,155.08,77.83,39.37,57.26,54.24,144.28,38.47,94.74,136.1,140.75,19.6,33.11,36.89,96.14,111.7,31.35,41.67,91.4,88.76,0,35.24
"tRF-31-SVRNLDKWEKK1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.15,0,0,0,0,0,0,0,0,4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-SVRNLMKWE8K1B",0,0,0,0,0,0,0,0,0,6.1,0,0,0,9.02,0,0,20.46,0,0,0,0,0,0,0,0,0,0,6.46,0,4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-SVRNLMKWEKK1B",0,0,8.9,20.04,0,0,7.25,6.11,0,0,0,0,10.44,0,28.53,0,0,10.85,0,7.79,0,17.57,0,0,4.64,0,0,0,5.19,4.37,4.77,9.04,0,7.69,0,0,0,9.8,13.24,0,0,7.45,0,8.33,0,11.09,10.82,7.05
"tRF-31-SW5NLJ45EKP1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86,0,0,0,0,0,6.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05
"tRF-31-SW5NLM45EKP1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74,0,0,0,0,0,0,0
"tRF-31-SWRNLJK578Q1B",0,15.6,0,10.02,11.07,0,21.76,0,8.75,6.1,9.54,0,0,27.05,9.51,0,0,32.56,0,7.79,40.58,11.71,0,13.26,9.28,0,15.87,19.38,15.57,4.37,9.54,9.04,24.05,0,18.95,0,10.83,9.8,13.24,0,17.48,0,0,41.67,0,0,0,28.19
"tRF-31-U29F51MLHVHBB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-U2O1B54ZUPX1B",5.43,0,0,0,22.14,0,21.76,12.22,17.5,12.19,19.08,0,41.76,0,28.53,0,20.46,10.85,0,31.14,0,5.86,43.12,0,4.64,0,15.87,6.46,25.94,0,4.77,27.12,0,0,9.47,17.01,0,0,13.24,12.3,0,22.34,7.84,8.33,0,0,10.82,0
"tRF-31-UDBDO4I9O9IOB",0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-UDM0IBB7Z92KB",32.57,54.61,53.41,20.04,0,45.44,29.02,0,43.75,0,23.85,0,31.32,0,66.58,0,102.29,54.27,39.42,46.72,40.58,46.86,114.98,66.31,4.64,61.82,31.74,71.08,67.45,13.12,4.77,18.08,48.09,53.85,0,34.02,21.65,78.4,33.11,0,17.48,44.68,31.35,0,106.63,33.28,32.45,49.33
"tRF-31-UHK0SVRNLDKWB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-UHK0SVRNLMKWB",0,0,0,0,0,12.98,0,0,0,0,4.77,0,0,0,9.51,0,0,10.85,0,7.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45,0,0,0,11.09,0,0
"tRF-31-UMPLBIUBNXJMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05
"tRF-31-UMX0SW5NLJ45B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-V29K9UV36562B",206.26,733.29,587.49,320.63,243.53,155.79,268.4,348.36,341.28,365.81,295.78,281.81,375.83,342.68,190.22,174.39,20.46,217.09,223.38,249.16,497.13,193.29,215.59,119.36,408.25,593.46,206.29,691.38,150.47,231.86,133.61,153.69,360.69,661.62,265.28,238.17,194.89,480.19,304.61,147.58,288.42,193.61,211.63,166.67,456.98,332.84,432.63,761.09
"tRF-31-V47Q2WW18FLUB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-V4QP596VZ6310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-VBWXQZR44ER8B",0,0,0,0,0,0,0,0,0,0,0,0,0,9.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05
"tRF-31-VDRI2Q2RJO01B",59.71,241.83,186.93,150.29,188.18,90.88,123.32,67.23,358.79,225.58,195.6,108.39,104.4,333.66,199.73,5.63,40.91,184.53,131.4,233.59,182.62,158.15,186.84,119.36,106.7,197.82,190.42,187.38,124.53,56.87,119.29,63.28,192.37,261.57,416.88,136.1,97.44,274.39,344.35,49.19,218.5,275.52,242.98,208.34,76.16,66.57,54.08,458.06
"tRF-31-VFYDNZDNB2Y0B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-VIJMRPFQJDZXB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62,0,0,0,0,0,0,0,0,0
"tRF-31-VIJMRPFQRDWXB",21.71,31.2,0,40.08,44.28,12.98,50.78,24.45,52.51,48.77,47.71,43.35,41.76,27.05,9.51,5.63,0,0,39.42,31.14,30.44,29.29,57.49,13.26,27.84,12.36,126.95,38.77,46.7,17.5,19.09,45.2,0,30.77,18.95,8.51,54.14,19.6,26.49,24.6,26.22,37.23,39.19,50,0,22.19,32.45,14.09
"tRF-31-VIJNRPFQJDZXB",0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-VIZKXXI363U0B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-VLUE15MXE92NB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0
"tRF-31-VNUDBDO4I9O9B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-VNZDBQ8BB2S1B",0,0,0,0,11.07,0,0,6.11,0,0,0,0,10.44,0,0,0,0,0,0,0,0,5.86,0,0,4.64,0,0,0,5.19,17.5,0,18.08,0,0,9.47,0,0,0,0,0,0,0,0,0,0,0,10.82,0
"tRF-31-VP9LFQFY392JB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.84,0,0,0,0,0
"tRF-31-W4QFE3FVSYERB",0,0,0,0,0,0,0,6.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-W4QFI3FVSYERB",0,0,0,0,0,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-W8E7OMJHHS19B",5.43,7.8,0,20.04,99.62,32.46,43.52,0,0,18.29,28.62,0,0,9.02,19.02,5.63,20.46,10.85,52.56,46.72,0,0,14.37,66.31,0,0,15.87,6.46,31.13,21.87,0,18.08,0,0,9.47,8.51,0,9.8,6.62,12.3,34.96,14.89,15.68,8.33,15.23,33.28,21.63,0
"tRF-31-W8EZOMJHHS19B",0,0,0,30.06,0,6.49,0,0,0,0,9.54,0,0,0,9.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-WJ9X0UD3947SB",0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-WJQ72S3HPSR90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-WPMN1E8Y7Z2RB",0,0,0,0,0,0,0,0,0,0,0,0,0,18.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-WU4656OKZH99B",0,0,0,0,0,0,7.25,0,0,0,0,0,0,0,9.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-WURMJKYOSR99B",0,0,0,0,0,0,0,0,0,6.1,14.31,0,0,9.02,0,16.88,0,0,0,7.79,10.15,5.86,14.37,13.26,18.56,0,0,6.46,0,0,0,0,0,7.69,0,8.51,0,0,0,0,0,0,7.84,0,0,0,0,0
"tRF-31-WXQZR44ER81XB",0,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19,4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.09,10.82,0
"tRF-31-XENDBP1IUUK7E",0,7.8,0,0,0,0,7.25,0,8.75,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,13.26,0,0,0,0,5.19,0,0,0,0,0,0,0,0,9.8,0,0,0,0,0,0,0,11.09,0,7.05
"tRF-31-XIW282FN5KYUB",0,0,0,0,22.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-Y2MJ8F81KLB5D",0,0,0,0,0,0,0,0,0,0,0,0,10.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-YIZEF3BLHKFZB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62,0,0,0,0,0,0,0,0,0
"tRF-31-YO1N3KYUSR68B",5.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-YO1N7KYUHR0PB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-YQHQ9M739P8W0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-YYS9ME6KM87SB",0,0,0,0,0,0,0,0,0,0,0,10.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-Z516538E89YZB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-Z8I7JKIKYUY9B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.82,0
"tRF-31-ZDXPHO53KS76B",0,0,0,0,0,6.49,0,0,0,0,0,0,10.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-ZLBS5EOB3ZY6B",10.86,23.4,0,10.02,0,6.49,21.76,0,17.5,0,4.77,0,41.76,9.02,19.02,5.63,40.91,0,39.42,0,10.15,23.43,14.37,53.05,0,12.36,0,0,10.38,17.5,23.86,18.08,24.05,0,0,8.51,0,29.4,0,36.89,0,52.13,7.84,0,0,11.09,43.26,14.09
"tRF-31-ZOIPD7VIZKXXB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-31-ZWRNU3KQ9MV1B",5.43,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,5.63,0,10.85,26.28,0,10.15,0,0,0,4.64,0,0,6.46,0,0,0,0,0,7.69,0,0,10.83,0,0,0,8.74,0,0,0,0,0,10.82,7.05
"tRF-31-ZXSLDPUSYDY6B",0,0,0,0,0,0,0,6.11,0,0,0,0,0,0,0,0,0,0,13.14,0,0,0,0,0,0,0,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.82,0
"tRF-32-00BY4D84KRIMO",21.71,15.6,8.9,0,11.07,6.49,7.25,6.11,0,12.19,47.71,0,10.44,0,19.02,5.63,40.91,0,13.14,7.79,0,11.71,14.37,0,4.64,24.73,31.74,12.92,5.19,13.12,4.77,0,24.05,15.39,18.95,0,32.48,9.8,6.62,0,8.74,22.34,0,41.67,60.93,22.19,0,35.24
"tRF-32-04SXQ3V2Y7RZ5",0,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,10.83,0,0,0,0,0,0,0,0,0,0,0
