"","AD_A_S33_L001_R1_001","AD_B_S34_L001_R1_001","AD_C_S35_L001_R1_001","AD_D_S36_L001_R1_001","AD_E_S37_L001_R1_001","AD_F_S38_L001_R1_001","AD_G_S39_L001_R1_001","AD_H_S40_L001_R1_001","AD_I_S41_L001_R1_001","AD_J_S42_L001_R1_001","AD_K_S43_L001_R1_001","AD_L_S44_L001_R1_001","AD_M_S45_L001_R1_001","AD_N_S46_L001_R1_001","AD_O_S47_L001_R1_001","AD_Q_S48_L001_R1_001","MMCI_A_S17_L001_R1_001","MMCI_B_S18_L001_R1_001","MMCI_C_S19_L001_R1_001","MMCI_D_S20_L001_R1_001","MMCI_E_S21_L001_R1_001","MMCI_F_S22_L001_R1_001","MMCI_G_S23_L001_R1_001","MMCI_H_S24_L001_R1_001","MMCI_I_S25_L001_R1_001","MMCI_J_S26_L001_R1_001","MMCI_K_S27_L001_R1_001","MMCI_L_S28_L001_R1_001","MMCI_M_S29_L001_R1_001","MMCI_N_S30_L001_R1_001","MMCI_O_S31_L001_R1_001","MMCI_P_S32_L001_R1_001","NCI_A_S1_L001_R1_001","NCI_B_S2_L001_R1_001","NCI_C_S3_L001_R1_001","NCI_D_S4_L001_R1_001","NCI_E_S5_L001_R1_001","NCI_F_S6_L001_R1_001","NCI_G__S7_L001_R1_001","NCI_H_S8_L001_R1_001","NCI_I_S9_L001_R1_001","NCI_J_S10_L001_R1_001","NCI_K_S11_L001_R1_001","NCI_L_S12_L001_R1_001","NCI_M_S13_L001_R1_001","NCI_N_S14_L001_R1_001","NCI_O_S15_L001_R1_001","NCI_P_S16_L001_R1_001"
"tRF-38-4B1NR8YU06KP1HD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46,0,4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-38-4MJYSZ11KBDZ94DF",0,7.8,0,20.04,22.14,0,36.27,6.11,8.75,0,0,10.84,41.76,0,19.02,5.63,0,0,0,0,0,11.71,0,0,13.92,24.73,31.74,12.92,15.57,13.12,0,0,48.09,0,47.37,8.51,32.48,0,0,0,8.74,29.79,15.68,0,15.23,0,43.26,0
"tRF-38-4QPRJW4DBQ6ZW6D2",10.86,54.61,97.92,10.02,22.14,25.96,36.27,30.56,87.51,60.97,28.62,54.19,31.32,63.13,28.53,5.63,0,54.27,52.56,7.79,71.02,17.57,43.12,53.05,32.47,74.18,79.34,51.69,36.32,35,76.35,36.16,120.23,84.63,28.42,68.05,10.83,147,26.49,36.89,17.48,52.13,54.87,58.33,60.93,44.38,0,35.24
"tRF-38-4R04SXQ3V2Y7RZ02",0,0,0,0,0,0,7.25,0,0,6.1,0,0,0,0,0,0,0,0,0,7.79,0,5.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62,0,0,0,0,0,0,0,0,0
"tRF-38-4R94SX73V2Y8L902",0,7.8,17.8,0,22.14,0,0,0,0,6.1,19.08,0,0,0,9.51,16.88,20.46,0,0,7.79,10.15,11.71,0,0,0,37.09,15.87,6.46,10.38,0,0,18.08,0,7.69,18.95,8.51,21.65,19.6,0,12.3,0,0,15.68,0,0,0,10.82,7.05
"tRF-38-4R94SX7JV2Y8LZ02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,8.74,0,0,0,0,0,0,0
"tRF-38-4RN26WRNLEK5YYU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.23,0,0,0
"tRF-38-4Y2V7KYUHRH7MSD2",0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-38-4ZY3HBVL3NBZKE0F",0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.82,0
"tRF-38-5BF900BY4D84KRD0",0,0,0,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-38-5F4YO9XEKJ5R5NDL",5.43,0,0,0,0,0,0,0,0,0,0,0,0,9.02,0,33.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.04,0,0,0,0,10.83,0,0,12.3,0,0,7.84,0,0,0,0,0
"tRF-38-64PU73UKMYOZDED2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.09,0,0
"tRF-38-69M8LO9EFVI8E90F",0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-38-6R6LQ6S8V0J6OZ0O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-38-6RJ89O9MF5W8E7D6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.19,0,0,0,0,0,0,0,10.83,0,0,0,0,0,0,0,0,0,0,0
"tRF-38-6RJ89O9NF5W8EZD6",5.43,23.4,0,10.02,33.21,0,36.27,12.22,26.25,0,33.39,10.84,10.44,0,19.02,11.25,0,10.85,13.14,0,0,23.43,0,13.26,4.64,24.73,31.74,0,10.38,8.75,0,9.04,48.09,0,0,17.01,43.31,9.8,6.62,0,17.48,22.34,31.35,0,0,22.19,10.82,7.05
"tRF-38-6RVP4PRNFJE8WY0F",5.43,0,0,0,0,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64,12.36,0,0,0,0,0,9.04,0,0,0,0,0,29.4,0,0,0,0,0,0,0,11.09,0,0
"tRF-38-6SXMSL73VL4YMY04",10.86,7.8,0,0,11.07,6.49,0,6.11,0,0,4.77,0,0,9.02,0,0,0,0,0,0,10.15,0,0,0,0,0,0,12.92,0,0,0,0,0,0,9.47,0,0,0,6.62,0,0,0,0,0,0,0,0,0
"tRF-38-701M3KYOHR6HFRD2",0,0,0,0,0,12.98,0,0,0,0,9.54,0,0,0,0,5.63,0,10.85,0,0,0,5.86,0,0,4.64,0,0,0,5.19,0,0,0,0,0,0,17.01,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-38-79KVPKYUH7PU4HD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63,0,10.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-38-7O3B1NR8YUP6KPDX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.05
"tRF-38-7O58J0K8UMPLBI0F",271.39,522.67,738.82,721.41,1549.72,408.95,529.55,293.35,490.05,548.71,582.02,455.23,908.26,631.26,741.85,90.01,981.96,369.06,893.54,537.25,375.38,503.73,991.71,808.98,334.02,1050.93,507.78,523.38,358.02,433.1,324.48,334.49,937.79,323.12,710.58,680.48,465.56,529.18,410.57,578.01,393.3,767,501.64,975.02,1035.83,909.76,486.71,239.6
"tRF-38-7X9PN547202L2Y6",10.86,46.81,35.61,50.1,33.21,12.98,36.27,24.45,17.5,18.29,47.71,32.52,20.88,27.05,38.04,5.63,102.29,97.69,26.28,38.93,20.29,23.43,100.61,0,13.92,74.18,31.74,6.46,36.32,35,14.32,18.08,0,23.08,18.95,42.53,32.48,49,39.73,0,0,37.23,23.51,16.67,60.93,33.28,21.63,0
"tRF-38-7Z8L8NRS9NS334DL",21.71,109.21,44.51,20.04,22.14,12.98,7.25,79.45,35,48.77,9.54,43.35,52.2,90.18,9.51,22.5,0,0,13.14,38.93,101.45,46.86,0,13.26,23.2,24.73,47.6,77.54,20.75,26.25,9.54,0,0,46.16,18.95,42.53,43.31,88.2,39.73,24.6,43.7,14.89,0,41.67,15.23,11.09,140.61,84.57
"tRF-38-801M38YOH6RVK7D2",0,0,0,0,0,0,0,0,0,6.1,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-38-801M38YOHSRVK7D2",16.28,0,0,0,0,0,14.51,0,0,0,19.08,0,0,0,0,0,0,43.42,0,0,0,0,0,0,0,0,0,0,15.57,4.37,0,0,0,0,0,8.51,10.83,0,0,0,0,0,0,8.33,0,0,0,0
"tRF-38-801MK8YOHSRVK7D2",32.57,23.4,0,0,0,0,0,0,0,30.48,0,10.84,0,0,47.55,33.75,40.91,10.85,0,7.79,0,0,0,13.26,13.92,0,0,0,0,8.75,9.54,0,24.05,7.69,0,0,21.65,0,13.24,0,0,0,0,0,0,0,21.63,0
"tRF-38-80DMK8YOHSRVK7D2",0,0,0,0,0,12.98,0,0,8.75,6.1,4.77,0,0,0,9.51,0,40.91,0,0,7.79,0,5.86,0,0,0,0,0,0,0,0,9.54,0,0,0,0,0,10.83,0,0,0,0,0,0,8.33,0,0,0,0
"tRF-38-81J36RRNLIK8V8D6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-38-81JJ6RRNLIK898D6",10.86,0,0,0,33.21,0,0,0,8.75,0,14.31,10.84,0,0,0,5.63,0,10.85,0,15.57,0,0,0,0,13.92,12.36,0,19.38,5.19,0,0,0,0,0,18.95,0,43.31,0,6.62,12.3,0,0,7.84,0,0,22.19,0,7.05
"tRF-38-81PV6RRNLNK88K6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-38-81PV6RRNLNK88KD6",0,0,35.61,0,0,0,7.25,6.11,0,6.1,0,0,0,9.02,0,11.25,0,43.42,0,7.79,0,5.86,14.37,0,9.28,12.36,0,0,0,4.37,0,0,24.05,0,0,17.01,0,0,6.62,0,0,0,7.84,8.33,30.47,11.09,43.26,0
"tRF-38-81PV6RRNLNK8KKD6",0,0,0,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-38-821IQ4YUH5S8R6D2",124.84,93.61,17.8,50.1,55.35,45.44,65.29,128.34,131.26,164.61,104.95,32.52,31.32,72.14,76.09,140.64,143.2,119.4,91.98,38.93,101.45,58.57,0,145.88,269.08,37.09,31.74,155.08,41.51,131.24,143.15,99.44,168.32,323.12,75.8,42.53,43.31,68.6,185.42,36.89,96.14,89.36,78.38,50,15.23,66.57,64.9,133.9
"tRF-38-821NQ4YOH5S8R6D2",75.99,54.61,8.9,30.06,44.28,64.91,43.52,110.01,105.01,140.23,205.14,10.84,0,54.11,104.62,180.01,143.2,130.25,26.28,38.93,71.02,29.29,28.75,106.1,259.8,37.09,63.47,84,20.75,61.25,90.66,81.36,288.55,192.33,28.42,42.53,32.48,39.2,72.84,36.89,131.1,44.68,94.06,50,121.86,110.95,86.53,42.28
"tRF-38-821NQ4YOS5S8R6D2",130.27,70.21,26.7,60.12,55.35,58.42,50.78,152.79,113.76,176.81,114.5,65.03,31.32,45.09,66.58,78.76,204.57,86.84,78.84,62.29,40.58,52.72,86.24,92.83,278.35,49.46,79.34,84,62.26,96.24,90.66,54.24,168.32,207.72,66.32,42.53,108.27,19.6,79.46,49.19,78.66,81.91,86.22,0,15.23,22.19,205.5,77.52
"tRF-38-82FN4KYU476YQSD2",211.69,124.82,142.42,190.37,343.15,233.68,420.74,152.79,323.78,280.45,624.96,130.06,93.96,117.23,266.31,118.13,409.15,369.06,315.37,630.68,142.04,175.72,416.8,424.38,329.39,98.91,126.95,174.46,134.91,301.86,200.41,244.09,288.55,107.71,94.74,238.17,86.62,117.6,198.66,24.6,218.5,394.67,384.07,158.34,91.4,232.99,205.5,197.32
"tRF-38-82FN5KYUHR8WRXD2",32.57,7.8,17.8,30.06,22.14,19.47,29.02,42.78,26.25,54.87,28.62,21.68,0,27.05,28.53,33.75,40.91,32.56,65.7,38.93,10.15,11.71,0,39.79,27.84,12.36,0,12.92,10.38,21.87,38.17,18.08,0,38.47,9.47,25.52,32.48,0,19.87,0,26.22,29.79,15.68,50,0,22.19,0,14.09
"tRF-38-82FN5KYUHRYWRXD2",10.86,0,0,0,33.21,6.49,29.02,12.22,17.5,0,19.08,10.84,0,9.02,28.53,5.63,20.46,10.85,0,15.57,0,0,0,66.31,9.28,0,0,6.46,0,4.37,14.32,0,0,15.39,0,0,0,9.8,13.24,12.3,17.48,22.34,15.68,8.33,0,55.47,0,0
"tRF-38-82FN5KYUHRYWRYD2",48.85,31.2,35.61,20.04,44.28,51.93,79.8,103.9,78.76,109.74,124.04,54.19,10.44,54.11,38.04,78.76,81.83,108.55,65.7,70.08,20.29,35.14,28.75,26.52,97.42,37.09,111.08,45.23,41.51,61.25,109.75,18.08,120.23,61.55,28.42,34.02,0,19.6,66.22,24.6,131.1,44.68,70.54,41.67,30.47,55.47,43.26,28.19
"tRF-38-82FN5KYUSRYWRSD2",971.58,163.82,178.03,380.75,354.22,428.42,471.52,983.95,630.06,658.45,691.75,390.19,313.19,261.52,646.74,641.3,1452.48,998.62,407.35,381.52,243.49,181.58,388.06,769.19,1243.31,358.55,174.55,471.69,145.28,621.21,668.05,424.9,913.75,730.86,161.07,204.14,292.33,147,668.83,221.36,620.54,476.58,611.38,325.01,167.56,588.01,281.21,352.36
"tRF-38-82FNKKYU476YQSD2",347.38,163.82,186.93,260.51,387.43,240.18,275.66,317.8,393.79,451.16,381.65,43.35,146.16,135.27,504.08,129.39,490.98,369.06,236.52,482.75,91.31,140.57,474.29,517.21,491.76,37.09,301.5,232.61,212.74,481.22,343.57,271.21,168.32,92.32,113.69,153.11,173.23,176.39,178.79,73.79,218.5,357.44,274.34,183.34,106.63,332.84,313.66,155.04
"tRF-38-82FNPKYUS7PVRSD2",662.19,179.42,106.82,450.88,376.36,382.98,420.74,733.38,288.78,499.94,424.59,216.77,198.35,162.32,447.01,405.03,941.04,586.15,249.66,350.38,223.2,128.86,215.59,848.76,858.26,173.09,269.76,316.61,119.34,358.73,415.14,180.81,456.87,253.88,142.12,119.08,205.71,186.19,238.39,110.68,550.62,424.45,242.98,158.34,152.33,554.73,400.19,204.37
"tRF-38-83ML5FX24ZD7JK02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-38-86RM7KYUPRENRHD2",0,0,0,0,22.14,38.95,14.51,18.33,43.75,30.48,28.62,10.84,0,9.02,19.02,11.25,0,43.42,13.14,15.57,10.15,5.86,43.12,0,13.92,0,31.74,38.77,15.57,35,23.86,0,24.05,0,0,8.51,0,0,0,0,26.22,7.45,31.35,8.33,0,11.09,32.45,14.09
"tRF-38-88I26WRNLEK5YYU",0,7.8,0,10.02,0,0,7.25,6.11,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.74,12.92,5.19,0,0,0,0,0,0,0,0,0,0,0,8.74,0,0,0,0,0,0,0
"tRF-38-8BPE0IOB9ZFH69U",97.7,452.46,1174.98,320.63,132.83,71.4,398.98,42.78,603.81,384.1,114.5,715.35,365.39,234.47,123.64,28.13,0,271.36,262.81,225.8,740.62,193.29,287.45,106.1,185.57,1199.29,714.07,277.84,306.13,17.5,238.59,180.81,1082.07,369.28,966.39,382.77,259.85,597.78,456.92,541.11,218.5,1005.29,180.28,1183.35,715.94,576.92,43.26,507.39
"tRF-38-8FFDXXE6XRK4WODF",0,31.2,0,0,11.07,12.98,21.76,0,17.5,0,14.31,0,31.32,18.04,28.53,0,40.91,0,13.14,0,10.15,5.86,14.37,26.52,0,12.36,15.87,19.38,0,0,0,18.08,0,30.77,9.47,0,0,58.8,19.87,12.3,0,14.89,23.51,8.33,0,11.09,10.82,7.05
"tRF-38-8HM2OSRNLNKSEKDS",0,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-38-8JE76INB8PLML302",0,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.48,0,0,0,0,0,0,0
"tRF-38-8L8NRS9NS334L2DB",27.14,31.2,17.8,0,33.21,6.49,14.51,6.11,17.5,36.58,33.39,0,0,27.05,9.51,5.63,20.46,0,13.14,7.79,30.44,11.71,14.37,39.79,32.47,0,15.87,12.92,5.19,21.87,23.86,36.16,24.05,53.85,9.47,17.01,10.83,39.2,6.62,0,8.74,22.34,23.51,8.33,30.47,11.09,32.45,14.09
"tRF-38-8OYDVNZDBQ8BB20B",0,0,0,10.02,11.07,0,0,0,0,6.1,9.54,0,0,0,0,0,0,10.85,0,0,0,5.86,0,0,9.28,0,15.87,6.46,5.19,4.37,4.77,0,0,0,9.47,0,0,0,0,0,0,0,0,0,15.23,0,0,0
"tRF-38-8P1N3KYUSR6PF4D2",309.39,39,133.52,851.67,763.79,1174.91,1552.38,415.58,603.81,548.71,1068.63,205.94,167.04,342.68,2311.16,140.64,736.47,553.58,1077.5,833.13,40.58,585.73,1077.94,1750.57,292.27,98.91,364.97,594.46,477.36,1623.03,510.58,786.51,913.75,61.55,66.32,238.17,573.84,460.59,225.15,49.19,498.18,670.19,501.64,83.33,76.16,443.78,1622.38,274.84
"tRF-38-8Z1MQ8YUHSQS52D2",0,0,0,0,0,0,0,0,0,0,0,21.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-38-94V4SMIFFNKQWYDL",5.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,7.84,0,0,0,0,0
"tRF-38-9F51MLHVHBEXBI0O",0,0,0,0,0,0,0,0,0,0,0,0,0,18.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.51,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-38-9L5HNVYJIFFKV4DX",0,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-38-9LVPZO0BEBXNWD02",54.28,54.61,115.72,70.14,166.04,155.79,159.59,55,52.51,79.26,200.37,21.68,73.08,99.2,190.22,5.63,184.12,0,78.84,155.72,91.31,87.86,244.33,238.71,102.06,74.18,79.34,109.85,72.64,113.74,66.8,81.36,336.64,69.24,0,136.1,119.1,88.2,26.49,24.6,104.88,126.59,133.25,75,60.93,188.61,151.42,7.05
"tRF-38-9NY5KK91M3WD8S0B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-38-9O08F4BDNZ8O6FD2",244.25,780.1,382.76,380.75,0,337.54,406.23,0,1128.87,0,90.64,0,626.38,541.08,418.48,157.51,429.61,694.69,420.49,194.66,963.82,246.01,459.92,371.33,315.47,989.11,587.12,898.15,259.43,284.36,271.99,397.78,673.29,1015.52,0,416.79,281.5,676.18,463.54,221.36,541.88,431.9,454.61,0,731.17,643.49,194.69,782.23
"tRF-38-9OHXDD1KYK37ZXD2",0,0,0,10.02,22.14,0,0,0,8.75,0,0,0,0,9.02,0,0,20.46,0,0,15.57,0,0,0,13.26,0,0,15.87,12.92,5.19,0,0,0,0,7.69,0,0,10.83,9.8,6.62,0,0,0,0,0,0,0,0,14.09
"tRF-38-9PLUW3VH396YYBDL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-38-9UHY0DFKN5ORNQ0O",16.28,70.21,17.8,30.06,22.14,0,36.27,24.45,78.76,12.19,42.94,21.68,0,18.04,9.51,0,0,0,13.14,0,10.15,11.71,28.75,53.05,4.64,24.73,79.34,12.92,5.19,21.87,23.86,9.04,48.09,46.16,37.9,8.51,0,39.2,19.87,24.6,26.22,44.68,7.84,25,45.7,55.47,43.26,42.28
"tRF-38-B01XNYH2SBUL6J0O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74,0,0,0,0,11.09,0,0
"tRF-38-B3UEVPQOH7HLWXD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-38-B4ZPEK45H5KQBFD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-38-BF628YR9OMKJRJD5",0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-38-BF82Z4D7OOJ0QXDL",37.99,62.41,26.7,20.04,22.14,19.47,29.02,0,17.5,24.39,9.54,0,52.2,81.16,38.04,5.63,20.46,21.71,13.14,23.36,20.29,11.71,0,26.52,18.56,37.09,15.87,25.85,31.13,17.5,4.77,45.2,24.05,15.39,37.9,8.51,10.83,78.4,26.49,0,17.48,0,23.51,0,45.7,33.28,32.45,42.28
"tRF-38-BMU00KRX67NZU6D2",0,0,0,0,0,0,0,0,17.5,6.1,0,10.84,0,0,0,0,61.37,0,13.14,0,0,0,0,13.26,0,0,0,0,5.19,0,9.54,0,0,7.69,9.47,0,0,19.6,13.24,0,0,0,0,8.33,0,0,0,0
"tRF-38-D88JE76INB8PLMDL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.09,0,0
"tRF-38-D8RNKSLP76DRX9U",0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-38-D8XJE76INB8PLMDL",0,0,0,0,0,0,0,0,0,0,0,10.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.05,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0
"tRF-38-D8YJE76INB8PLMDL",0,0,0,0,22.14,0,7.25,6.11,0,6.1,0,21.68,10.44,18.04,0,0,0,0,13.14,0,0,0,0,0,4.64,0,0,6.46,0,0,0,0,0,0,0,0,10.83,0,6.62,12.3,0,0,0,0,0,0,0,0
"tRF-38-D9O2FPN6B7P86ZD2",27.14,7.8,293.75,10.02,22.14,32.46,72.54,6.11,43.75,30.48,9.54,75.87,52.2,18.04,9.51,11.25,0,43.42,13.14,62.29,0,29.29,28.75,92.83,18.56,24.73,31.74,25.85,36.32,0,23.86,36.16,96.18,0,0,17.01,75.79,58.8,66.22,12.3,17.48,59.57,0,66.67,91.4,77.66,21.63,42.28
"tRF-38-DF4YO9XEKJ5R5NDL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-38-DFHFNBDWY2MJ8F02",5.43,15.6,8.9,0,0,0,0,0,0,12.19,0,0,10.44,0,0,0,0,0,0,0,10.15,5.86,0,13.26,4.64,0,0,12.92,0,0,4.77,0,0,15.39,9.47,0,0,9.8,0,0,0,7.45,0,8.33,15.23,0,0,0
"tRF-38-DFVIPZK0JNORRNDL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-38-DI2OOIQO4QPRJWDO",0,7.8,0,0,0,0,0,0,8.75,6.1,0,0,0,9.02,0,0,0,0,0,0,0,0,0,0,4.64,12.36,0,0,0,0,4.77,0,0,15.39,9.47,0,0,19.6,0,0,0,0,23.51,0,0,0,0,7.05
"tRF-38-DJHP3R6J9KIWRNDL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74,0,0,0,0,0,0,0
"tRF-38-DJI83RUJJKIWRNDL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,0,0,7.84,0,0,0,0,0
"tRF-38-DPUSYDY6IO43ZUDF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64,0,15.87,0,0,4.37,0,0,0,0,0,0,0,0,6.62,0,0,0,0,0,0,0,0,0
"tRF-38-DSJOBZBDZ5165302",0,0,0,0,11.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"tRF-38-DXEPZY0DI6BB5LD2",0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,7.79,0,0,0,0,4.64,0,0,19.38,0,0,0,0,24.05,0,0,0,0,0,0,0,0,0,7.84,0,0,0,0,0
"tRF-38-DXOMYJZ87ID8900O",0,0,0,0,0,0,0,0,0,0,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.39,0,0,0,0,0,24.6,0,0,0,8.33,0,0,0,21.14
"tRF-38-E7ZPVOH30WUI8O0O",37.99,70.21,160.23,60.12,243.53,58.42,94.3,36.67,131.26,60.97,152.66,32.52,62.64,63.13,133.15,5.63,184.12,10.85,157.68,109.01,20.29,93.72,114.98,185.67,18.56,123.64,95.21,45.23,57.08,35,57.26,54.24,72.14,0,47.37,161.61,43.31,78.4,105.95,98.38,43.7,44.68,47.03,41.67,243.72,110.95,75.71,28.19
"tRF-38-E92NBX7ZOOJ9BBX",0,0,0,0,0,0,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.26,9.28,0,0,0,0,0,0,0,0,0,0,0,0,9.8,0,0,0,0,0,0,0,0,0,0
